epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.85122,6.66065,5.59985,3.27299,0,0,0,0,6.67642,4.05135,3.9448,0,0,0
2,7.02973,6.59888,4.61729,3.16896,0,0,0,0,6.66422,4.03682,3.85142,1.9901e-05,1.9901e-05,1.9901e-05
3,10.7463,6.60788,5.72655,2.30436,0,0,0,0,6.63908,4.00017,3.67865,3.9604e-05,3.9604e-05,3.9604e-05
4,13.5483,6.52704,4.68591,2.99688,0,0,0,0,6.58495,3.9475,3.41186,5.9109e-05,5.9109e-05,5.9109e-05
5,15.6916,6.47438,5.31708,2.26931,0,0,0,0,6.50265,3.91194,3.13083,7.8416e-05,7.8416e-05,7.8416e-05
6,18.4853,6.38261,5.35496,1.82388,0,0,0,0,6.39386,3.85975,2.79343,9.7525e-05,9.7525e-05,9.7525e-05
7,21.0982,5.99457,4.45327,1.9203,0,0,0,0,6.1845,3.82283,2.40076,0.000116436,0.000116436,0.000116436
8,23.9832,5.88686,4.03011,1.58574,0,0,0,0,5.79656,3.77715,1.88869,0.000135149,0.000135149,0.000135149
9,26.4548,5.27901,3.61201,1.55929,0,0,0,0,5.79656,3.77715,1.88869,0.000153664,0.000153664,0.000153664
10,29.7866,5.51207,3.62413,1.58041,0,0,0,0,4.75042,3.6818,1.26779,0.000171981,0.000171981,0.000171981
11,31.6186,5.00968,3.59043,1.43646,0,0,0,0,4.75042,3.6818,1.26779,0.0001901,0.0001901,0.0001901
12,34.9,4.86851,3.93573,1.15017,0,0,0,0,3.89295,3.64139,1.03044,0.000208021,0.000208021,0.000208021
13,37.4143,4.36965,3.42926,1.21794,0,0,0,0,3.89295,3.64139,1.03044,0.000225744,0.000225744,0.000225744
14,41.1519,4.43788,3.48504,1.24254,0,0,0,0,4.84027,3.69454,1.05847,0.000243269,0.000243269,0.000243269
15,43.4487,4.12888,3.18332,1.19783,0,0,0,0,4.84027,3.69454,1.05847,0.000260596,0.000260596,0.000260596
16,46.6405,4.24104,3.22312,1.14101,0,0,0,0,5.5443,3.76372,1.0961,0.000277725,0.000277725,0.000277725
17,49.679,3.99524,3.07227,1.12258,0,0,0,0,5.5443,3.76372,1.0961,0.000294656,0.000294656,0.000294656
18,52.7199,4.01842,3.03236,1.10691,0,0,0,0,5.5943,3.70435,1.08662,0.000311389,0.000311389,0.000311389
19,56.6304,3.82958,2.84699,1.06265,0,0,0,0,5.5943,3.70435,1.08662,0.000327924,0.000327924,0.000327924
20,59.6376,4.00356,2.75264,1.08583,0,0,0,0,5.1709,3.5161,1.02653,0.000344261,0.000344261,0.000344261
21,62.519,3.61885,2.61478,1.04371,0,0,0,0,5.1709,3.5161,1.02653,0.0003604,0.0003604,0.0003604
22,65.2254,3.66653,2.71089,1.07263,0,0,0,0,4.23518,3.33573,0.95548,0.000376341,0.000376341,0.000376341
23,68.3962,3.56113,2.46848,0.99521,0,0,0,0,4.23518,3.33573,0.95548,0.000392084,0.000392084,0.000392084
24,71.8355,3.79249,2.46889,0.96822,0,0,0,0,4.23518,3.33573,0.95548,0.000407629,0.000407629,0.000407629
25,74.1214,3.41536,2.44835,0.98301,0.01333,0.02206,0.00698,0.00187,3.70761,3.15606,0.90945,0.000422976,0.000422976,0.000422976
26,77.0355,3.36667,2.26785,0.98139,0.01333,0.02206,0.00698,0.00187,3.70761,3.15606,0.90945,0.000438125,0.000438125,0.000438125
27,80.3078,3.32455,2.19279,0.96279,0.01333,0.02206,0.00698,0.00187,3.70761,3.15606,0.90945,0.000453076,0.000453076,0.000453076
28,83.3061,3.68643,2.36563,0.99274,0.05238,0.08668,0.02968,0.00871,3.60582,2.9934,0.9003,0.000467829,0.000467829,0.000467829
29,86.48,3.23611,2.11059,0.97907,0.05238,0.08668,0.02968,0.00871,3.60582,2.9934,0.9003,0.000482384,0.000482384,0.000482384
30,90.1963,3.50528,2.21345,0.94097,0.05238,0.08668,0.02968,0.00871,3.60582,2.9934,0.9003,0.000496741,0.000496741,0.000496741
31,93.5031,3.43193,2.10358,0.93088,0.10952,0.18125,0.07446,0.01979,3.41301,2.79996,0.88895,0.0005109,0.0005109,0.0005109
32,96.862,3.23126,2.0251,0.96213,0.10952,0.18125,0.07446,0.01979,3.41301,2.79996,0.88895,0.000524861,0.000524861,0.000524861
33,100.338,3.30039,1.85021,0.91216,0.10952,0.18125,0.07446,0.01979,3.41301,2.79996,0.88895,0.000538624,0.000538624,0.000538624
34,104.224,3.3243,2.00028,0.94622,0.14952,0.24744,0.1262,0.03588,3.19614,2.60797,0.87823,0.000552189,0.000552189,0.000552189
35,107.288,2.94305,1.88903,0.94745,0.14952,0.24744,0.1262,0.03588,3.19614,2.60797,0.87823,0.000565556,0.000565556,0.000565556
36,110.683,3.41517,1.88544,0.94107,0.14952,0.24744,0.1262,0.03588,3.19614,2.60797,0.87823,0.000578725,0.000578725,0.000578725
37,112.899,3.36158,2.0718,0.91955,0.14952,0.24744,0.1262,0.03588,3.19614,2.60797,0.87823,0.000591696,0.000591696,0.000591696
38,116.029,3.34947,1.9707,0.91346,0.20286,0.3357,0.18434,0.05368,3.06051,2.49718,0.8781,0.000604469,0.000604469,0.000604469
39,119.027,3.50597,1.89825,0.9086,0.20286,0.3357,0.18434,0.05368,3.06051,2.49718,0.8781,0.000617044,0.000617044,0.000617044
40,122.401,3.22616,2.04224,0.93469,0.20286,0.3357,0.18434,0.05368,3.06051,2.49718,0.8781,0.000629421,0.000629421,0.000629421
41,125.167,2.99406,1.75249,0.90801,0.20286,0.3357,0.18434,0.05368,3.06051,2.49718,0.8781,0.0006416,0.0006416,0.0006416
42,127.216,3.55063,2.12675,0.91105,0.20952,0.34673,0.17946,0.05139,3.05883,2.49511,0.88594,0.000653581,0.000653581,0.000653581
43,130.126,2.8506,1.87382,0.92255,0.20952,0.34673,0.17946,0.05139,3.05883,2.49511,0.88594,0.000665364,0.000665364,0.000665364
44,132.884,3.20162,1.83917,0.91865,0.20952,0.34673,0.17946,0.05139,3.05883,2.49511,0.88594,0.000676949,0.000676949,0.000676949
45,134.595,2.80383,1.69125,0.92864,0.20952,0.34673,0.17946,0.05139,3.05883,2.49511,0.88594,0.000688336,0.000688336,0.000688336
46,136.44,3.22652,1.68303,0.9114,0.20762,0.34358,0.17819,0.05147,3.09433,2.45935,0.89221,0.000699525,0.000699525,0.000699525
47,138.568,3.22792,1.80938,0.89006,0.20762,0.34358,0.17819,0.05147,3.09433,2.45935,0.89221,0.000710516,0.000710516,0.000710516
48,140.369,2.85023,1.6104,0.89889,0.20762,0.34358,0.17819,0.05147,3.09433,2.45935,0.89221,0.000721309,0.000721309,0.000721309
49,142.274,3.09272,1.90302,0.8971,0.20762,0.34358,0.17819,0.05147,3.09433,2.45935,0.89221,0.000731904,0.000731904,0.000731904
50,145.11,3.91683,2.31523,0.88532,0.20571,0.34043,0.20277,0.05887,3.03918,2.28639,0.88262,0.000742301,0.000742301,0.000742301
51,148.065,3.14034,1.69134,0.893,0.20571,0.34043,0.20277,0.05887,3.03918,2.28639,0.88262,0.0007525,0.0007525,0.0007525
52,149.798,2.91338,1.61787,0.88154,0.20571,0.34043,0.20277,0.05887,3.03918,2.28639,0.88262,0.000762501,0.000762501,0.000762501
53,151.724,3.26067,1.66081,0.8889,0.20571,0.34043,0.20277,0.05887,3.03918,2.28639,0.88262,0.000772304,0.000772304,0.000772304
54,154.538,3.18286,1.68723,0.87658,0.20571,0.34043,0.20277,0.05887,3.03918,2.28639,0.88262,0.000781909,0.000781909,0.000781909
55,156.591,3.03952,1.77247,0.87679,0.20381,0.33727,0.20708,0.06459,2.97874,1.98987,0.86375,0.000791316,0.000791316,0.000791316
56,158.886,3.31696,1.89669,0.92015,0.20381,0.33727,0.20708,0.06459,2.97874,1.98987,0.86375,0.000800525,0.000800525,0.000800525
57,161.235,3.02902,1.52417,0.91226,0.20381,0.33727,0.20708,0.06459,2.97874,1.98987,0.86375,0.000809536,0.000809536,0.000809536
58,164.517,3.15946,1.70823,0.89977,0.20381,0.33727,0.20708,0.06459,2.97874,1.98987,0.86375,0.000818349,0.000818349,0.000818349
59,166.263,2.99722,1.50785,0.93046,0.20381,0.33727,0.20708,0.06459,2.97874,1.98987,0.86375,0.000826964,0.000826964,0.000826964
60,168.667,3.11351,1.78396,0.87871,0.25601,0.3814,0.2538,0.07749,2.87602,1.70292,0.85712,0.000835381,0.000835381,0.000835381
61,170.623,2.81149,1.60389,0.90495,0.25601,0.3814,0.2538,0.07749,2.87602,1.70292,0.85712,0.0008436,0.0008436,0.0008436
62,176.656,3.0595,1.73065,0.88669,0.25601,0.3814,0.2538,0.07749,2.87602,1.70292,0.85712,0.000851621,0.000851621,0.000851621
63,178.456,2.83196,1.65443,0.87501,0.25601,0.3814,0.2538,0.07749,2.87602,1.70292,0.85712,0.000859444,0.000859444,0.000859444
64,181.493,3.13742,1.63146,0.91604,0.25601,0.3814,0.2538,0.07749,2.87602,1.70292,0.85712,0.000867069,0.000867069,0.000867069
65,183.308,3.6059,2.87293,0.90731,0.42395,0.2963,0.26975,0.08994,2.82072,1.45864,0.85821,0.000874496,0.000874496,0.000874496
66,185.361,3.26691,1.96259,0.85988,0.42395,0.2963,0.26975,0.08994,2.82072,1.45864,0.85821,0.000881725,0.000881725,0.000881725
67,188.017,3.01352,1.51143,0.8679,0.42395,0.2963,0.26975,0.08994,2.82072,1.45864,0.85821,0.000888756,0.000888756,0.000888756
68,190.503,3.03868,1.54611,0.8471,0.42395,0.2963,0.26975,0.08994,2.82072,1.45864,0.85821,0.000895589,0.000895589,0.000895589
69,192.218,2.95147,1.654,0.91662,0.42395,0.2963,0.26975,0.08994,2.82072,1.45864,0.85821,0.000902224,0.000902224,0.000902224
70,194.084,3.18178,1.77532,0.90049,0.42395,0.2963,0.26975,0.08994,2.82072,1.45864,0.85821,0.000908661,0.000908661,0.000908661
71,196.021,2.84469,1.61373,0.87614,0.44248,0.31522,0.30528,0.09662,2.82015,1.38132,0.86001,0.0009149,0.0009149,0.0009149
72,198.788,2.99032,1.69096,0.87796,0.44248,0.31522,0.30528,0.09662,2.82015,1.38132,0.86001,0.000920941,0.000920941,0.000920941
73,201.555,2.81742,1.63371,0.88531,0.44248,0.31522,0.30528,0.09662,2.82015,1.38132,0.86001,0.000926784,0.000926784,0.000926784
74,204.335,3.22136,1.72532,0.89335,0.44248,0.31522,0.30528,0.09662,2.82015,1.38132,0.86001,0.000932429,0.000932429,0.000932429
75,206.308,2.74608,1.68026,0.90727,0.44248,0.31522,0.30528,0.09662,2.82015,1.38132,0.86001,0.000937876,0.000937876,0.000937876
76,208.327,2.74149,1.47879,0.90012,0.44248,0.31522,0.30528,0.09662,2.82015,1.38132,0.86001,0.000943125,0.000943125,0.000943125
77,210.971,2.73408,1.52854,0.87276,0.47223,0.3089,0.30759,0.10423,2.80519,1.34798,0.85759,0.000948176,0.000948176,0.000948176
78,212.912,2.71551,1.44025,0.86733,0.47223,0.3089,0.30759,0.10423,2.80519,1.34798,0.85759,0.000953029,0.000953029,0.000953029
79,215.267,2.93589,1.69693,0.87245,0.47223,0.3089,0.30759,0.10423,2.80519,1.34798,0.85759,0.000957684,0.000957684,0.000957684
80,218.017,2.7086,1.4631,0.8805,0.47223,0.3089,0.30759,0.10423,2.80519,1.34798,0.85759,0.000962141,0.000962141,0.000962141
81,221.384,3.09386,1.65841,0.87544,0.47223,0.3089,0.30759,0.10423,2.80519,1.34798,0.85759,0.0009664,0.0009664,0.0009664
82,223.725,2.7586,1.59703,0.89191,0.47223,0.3089,0.30759,0.10423,2.80519,1.34798,0.85759,0.000970461,0.000970461,0.000970461
83,227.082,3.24421,1.56785,0.87815,0.47223,0.3089,0.30759,0.10423,2.80519,1.34798,0.85759,0.000974324,0.000974324,0.000974324
84,230.81,2.76565,1.4595,0.88045,0.47211,0.3089,0.3022,0.09419,2.85004,1.34386,0.85185,0.000977989,0.000977989,0.000977989
85,234.58,3.02511,1.73393,0.86476,0.47211,0.3089,0.3022,0.09419,2.85004,1.34386,0.85185,0.000981456,0.000981456,0.000981456
86,238.016,3.16642,1.58979,0.85653,0.47211,0.3089,0.3022,0.09419,2.85004,1.34386,0.85185,0.000984725,0.000984725,0.000984725
87,241.64,2.7538,1.54685,0.87387,0.47211,0.3089,0.3022,0.09419,2.85004,1.34386,0.85185,0.000987796,0.000987796,0.000987796
88,244.784,2.65798,1.49427,0.84652,0.47211,0.3089,0.3022,0.09419,2.85004,1.34386,0.85185,0.000990669,0.000990669,0.000990669
89,248.11,3.01783,1.60891,0.85693,0.47211,0.3089,0.3022,0.09419,2.85004,1.34386,0.85185,0.000993344,0.000993344,0.000993344
90,252.473,2.88634,1.62008,0.87039,0.47211,0.3089,0.3022,0.09419,2.85004,1.34386,0.85185,0.000995821,0.000995821,0.000995821
91,255.627,2.833,1.71583,0.876,0.47428,0.31206,0.30187,0.08989,2.89031,1.32537,0.85071,0.0009981,0.0009981,0.0009981
92,258.081,2.65829,1.5571,0.87184,0.47428,0.31206,0.30187,0.08989,2.89031,1.32537,0.85071,0.00100018,0.00100018,0.00100018
93,260.868,2.62648,1.36966,0.89032,0.47428,0.31206,0.30187,0.08989,2.89031,1.32537,0.85071,0.00100206,0.00100206,0.00100206
94,264.922,2.76466,1.51501,0.85872,0.47428,0.31206,0.30187,0.08989,2.89031,1.32537,0.85071,0.00100375,0.00100375,0.00100375
95,267.368,3.14631,2.09956,0.861,0.47428,0.31206,0.30187,0.08989,2.89031,1.32537,0.85071,0.00100524,0.00100524,0.00100524
96,269.469,2.6327,1.45268,0.85865,0.47428,0.31206,0.30187,0.08989,2.89031,1.32537,0.85071,0.00100653,0.00100653,0.00100653
97,272.525,2.87609,1.63692,0.86288,0.47428,0.31206,0.30187,0.08989,2.89031,1.32537,0.85071,0.00100762,0.00100762,0.00100762
98,276.01,2.78017,1.67826,0.86907,0.47428,0.31206,0.30187,0.08989,2.89031,1.32537,0.85071,0.00100851,0.00100851,0.00100851
99,279.099,2.56766,1.31987,0.86377,0.47282,0.34358,0.32764,0.0995,2.80897,1.28227,0.8509,0.0010092,0.0010092,0.0010092
100,281.957,2.8312,2.225,0.88417,0.47282,0.34358,0.32764,0.0995,2.80897,1.28227,0.8509,0.0010097,0.0010097,0.0010097
101,285.818,2.67953,1.53147,0.84907,0.47282,0.34358,0.32764,0.0995,2.80897,1.28227,0.8509,0.00101,0.00101,0.00101
102,288.901,2.64275,1.42402,0.87843,0.47282,0.34358,0.32764,0.0995,2.80897,1.28227,0.8509,0.0010001,0.0010001,0.0010001
103,292.754,2.70773,1.35976,0.85895,0.47282,0.34358,0.32764,0.0995,2.80897,1.28227,0.8509,0.0009902,0.0009902,0.0009902
104,295.804,2.71312,1.54073,0.87977,0.47282,0.34358,0.32764,0.0995,2.80897,1.28227,0.8509,0.0009803,0.0009803,0.0009803
105,298.886,2.66902,1.5003,0.85736,0.47282,0.34358,0.32764,0.0995,2.80897,1.28227,0.8509,0.0009704,0.0009704,0.0009704
106,302.031,2.63769,1.3883,0.87103,0.47282,0.34358,0.32764,0.0995,2.80897,1.28227,0.8509,0.0009605,0.0009605,0.0009605
107,305.18,2.57608,1.50174,0.85871,0.46603,0.37195,0.35329,0.11545,2.66035,1.26058,0.84604,0.0009506,0.0009506,0.0009506
108,308.623,2.6048,1.55376,0.86356,0.46603,0.37195,0.35329,0.11545,2.66035,1.26058,0.84604,0.0009407,0.0009407,0.0009407
109,311.426,2.68584,1.50534,0.89351,0.46603,0.37195,0.35329,0.11545,2.66035,1.26058,0.84604,0.0009308,0.0009308,0.0009308
110,314.586,2.89632,1.42749,0.86836,0.46603,0.37195,0.35329,0.11545,2.66035,1.26058,0.84604,0.0009209,0.0009209,0.0009209
111,317.669,2.68444,1.62062,0.85394,0.46603,0.37195,0.35329,0.11545,2.66035,1.26058,0.84604,0.000911,0.000911,0.000911
112,320.159,2.83248,1.81645,0.86346,0.46603,0.37195,0.35329,0.11545,2.66035,1.26058,0.84604,0.0009011,0.0009011,0.0009011
113,322.35,2.77208,1.56728,0.85778,0.46603,0.37195,0.35329,0.11545,2.66035,1.26058,0.84604,0.0008912,0.0008912,0.0008912
114,324.846,2.62063,1.45669,0.87047,0.46603,0.37195,0.35329,0.11545,2.66035,1.26058,0.84604,0.0008813,0.0008813,0.0008813
115,328.562,2.58297,1.42907,0.87109,0.49441,0.37195,0.37205,0.11978,2.61488,1.25836,0.84525,0.0008714,0.0008714,0.0008714
116,331.224,2.46474,1.43609,0.85646,0.49441,0.37195,0.37205,0.11978,2.61488,1.25836,0.84525,0.0008615,0.0008615,0.0008615
117,333.566,2.72478,1.62488,0.87314,0.49441,0.37195,0.37205,0.11978,2.61488,1.25836,0.84525,0.0008516,0.0008516,0.0008516
118,337.409,2.6985,1.56171,0.84958,0.49441,0.37195,0.37205,0.11978,2.61488,1.25836,0.84525,0.0008417,0.0008417,0.0008417
119,339.67,2.4969,1.30934,0.85388,0.49441,0.37195,0.37205,0.11978,2.61488,1.25836,0.84525,0.0008318,0.0008318,0.0008318
120,342.62,2.50587,1.39121,0.84437,0.49441,0.37195,0.37205,0.11978,2.61488,1.25836,0.84525,0.0008219,0.0008219,0.0008219
121,344.85,2.43168,1.35009,0.86166,0.49441,0.37195,0.37205,0.11978,2.61488,1.25836,0.84525,0.000812,0.000812,0.000812
122,347.824,2.80176,1.54324,0.87154,0.49441,0.37195,0.37205,0.11978,2.61488,1.25836,0.84525,0.0008021,0.0008021,0.0008021
123,350.909,2.93489,1.73029,0.89553,0.48851,0.3751,0.3711,0.12251,2.59337,1.26582,0.84243,0.0007922,0.0007922,0.0007922
124,354.478,2.91692,1.52954,0.85844,0.48851,0.3751,0.3711,0.12251,2.59337,1.26582,0.84243,0.0007823,0.0007823,0.0007823
125,357.233,2.47116,1.38582,0.86653,0.48851,0.3751,0.3711,0.12251,2.59337,1.26582,0.84243,0.0007724,0.0007724,0.0007724
126,359.517,2.66637,1.55706,0.84012,0.48851,0.3751,0.3711,0.12251,2.59337,1.26582,0.84243,0.0007625,0.0007625,0.0007625
127,361.716,2.50734,1.43244,0.86185,0.48851,0.3751,0.3711,0.12251,2.59337,1.26582,0.84243,0.0007526,0.0007526,0.0007526
128,364.352,2.52048,1.3685,0.86693,0.48851,0.3751,0.3711,0.12251,2.59337,1.26582,0.84243,0.0007427,0.0007427,0.0007427
129,366.626,2.76088,1.77489,0.86444,0.48851,0.3751,0.3711,0.12251,2.59337,1.26582,0.84243,0.0007328,0.0007328,0.0007328
130,369.476,3.14583,1.9789,0.85643,0.48851,0.3751,0.3711,0.12251,2.59337,1.26582,0.84243,0.0007229,0.0007229,0.0007229
