epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,669.524,2.81173,1.5785,0.90053,0.33822,0.38368,0.2861,0.08068,2.99682,1.4229,0.88204,0.0003566,0.0003566,0.0003566
168,674.612,2.37934,1.37158,0.84716,0.33822,0.38368,0.2861,0.08068,2.99682,1.4229,0.88204,0.0003467,0.0003467,0.0003467
169,678.445,3.73171,4.73437,0.74791,0.33822,0.38368,0.2861,0.08068,2.99682,1.4229,0.88204,0.0003368,0.0003368,0.0003368
170,682.408,3.00702,1.44476,0.84773,0.33846,0.37516,0.28001,0.07781,3.02134,1.41893,0.88279,0.0003269,0.0003269,0.0003269
171,685.592,2.7097,1.60082,0.85714,0.33846,0.37516,0.28001,0.07781,3.02134,1.41893,0.88279,0.000317,0.000317,0.000317
172,689.595,2.81197,1.58411,0.87699,0.33846,0.37516,0.28001,0.07781,3.02134,1.41893,0.88279,0.0003071,0.0003071,0.0003071
173,692.283,2.65762,1.56587,0.85695,0.33846,0.37516,0.28001,0.07781,3.02134,1.41893,0.88279,0.0002972,0.0002972,0.0002972
174,697.206,2.37299,1.2686,0.84258,0.36568,0.36906,0.28696,0.08366,2.94552,1.395,0.87926,0.0002873,0.0002873,0.0002873
175,701.014,3.0883,1.59065,0.85277,0.36568,0.36906,0.28696,0.08366,2.94552,1.395,0.87926,0.0002774,0.0002774,0.0002774
176,704.417,2.55185,1.53642,0.92257,0.36568,0.36906,0.28696,0.08366,2.94552,1.395,0.87926,0.0002675,0.0002675,0.0002675
177,708.437,2.93605,1.49574,0.85458,0.36568,0.36906,0.28696,0.08366,2.94552,1.395,0.87926,0.0002576,0.0002576,0.0002576
178,712.302,2.28681,1.30136,0.84296,0.36519,0.39525,0.28842,0.09245,2.85087,1.37136,0.87509,0.0002477,0.0002477,0.0002477
179,715.916,3.10888,2.0753,0.89817,0.36519,0.39525,0.28842,0.09245,2.85087,1.37136,0.87509,0.0002378,0.0002378,0.0002378
180,722.079,2.87556,1.51233,0.88742,0.36519,0.39525,0.28842,0.09245,2.85087,1.37136,0.87509,0.0002279,0.0002279,0.0002279
181,726.678,2.72538,1.63476,0.90053,0.36519,0.39525,0.28842,0.09245,2.85087,1.37136,0.87509,0.000218,0.000218,0.000218
182,731.16,2.69258,1.4491,0.85521,0.39096,0.38429,0.298,0.10275,2.7285,1.34567,0.87042,0.0002081,0.0002081,0.0002081
